key,bookKey,date,chapter,chapterIndex,text,cfi,range,notes,percentage,color,tag,highlightType,bookName,bookAuthor
1758608904706,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,"christened ","{""text"":""BEF members had hoped in vain for congressional action. Now they appealed to President Hoover, begging him to receive a delegation of their leaders. Instead he sent word that he was too busy and then proceeded to isolate himself from the city. Presidential plans to visit the Senate were canceled; policemen patrolled the White House grounds day and night. For the first time since the Armistice, the Executive Mansion gates were chained shut. HOOVER LOCKS SELF IN WHITE HOUSE, read a New York Daily News headline. He went even further. Barricades were erected; traffic was shut down for a distance of one block on all sides of the Mansion. A one-armed veteran, bent upon picketing, tried to penetrate the screen of guards. He was soundly beaten and carried off to jail."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""5"",""page"":"""",""percentage"":""0.0038020027027411635""}","{""characterRange"":{""start"":928,""end"":939},""backward"":false}","Headline writers had christened them “the Bonus Army,” “the bonus marchers.”",0.0038020027027411635,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758608910720,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,"marchers","{""text"":""BEF members had hoped in vain for congressional action. Now they appealed to President Hoover, begging him to receive a delegation of their leaders. Instead he sent word that he was too busy and then proceeded to isolate himself from the city. Presidential plans to visit the Senate were canceled; policemen patrolled the White House grounds day and night. For the first time since the Armistice, the Executive Mansion gates were chained shut. HOOVER LOCKS SELF IN WHITE HOUSE, read a New York Daily News headline. He went even further. Barricades were erected; traffic was shut down for a distance of one block on all sides of the Mansion. A one-armed veteran, bent upon picketing, tried to penetrate the screen of guards. He was soundly beaten and carried off to jail."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""5"",""page"":"""",""percentage"":""0.0038020027027411635""}","{""characterRange"":{""start"":973,""end"":981},""backward"":false}","Headline writers had christened them “the Bonus Army,” “the bonus marchers.”",0.0038020027027411635,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758608920253,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,Expeditionary Force,"{""text"":""BEF members had hoped in vain for congressional action. Now they appealed to President Hoover, begging him to receive a delegation of their leaders. Instead he sent word that he was too busy and then proceeded to isolate himself from the city. Presidential plans to visit the Senate were canceled; policemen patrolled the White House grounds day and night. For the first time since the Armistice, the Executive Mansion gates were chained shut. HOOVER LOCKS SELF IN WHITE HOUSE, read a New York Daily News headline. He went even further. Barricades were erected; traffic was shut down for a distance of one block on all sides of the Mansion. A one-armed veteran, bent upon picketing, tried to penetrate the screen of guards. He was soundly beaten and carried off to jail."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""5"",""page"":"""",""percentage"":""0.0038020027027411635""}","{""characterRange"":{""start"":1017,""end"":1036},""backward"":true}","They called themselves the Bonus Expeditionary Force.",0.0038020027027411635,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758608933995,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,"congressional ","{""text"":""BEF members had hoped in vain for congressional action. Now they appealed to President Hoover, begging him to receive a delegation of their leaders. Instead he sent word that he was too busy and then proceeded to isolate himself from the city. Presidential plans to visit the Senate were canceled; policemen patrolled the White House grounds day and night. For the first time since the Armistice, the Executive Mansion gates were chained shut. HOOVER LOCKS SELF IN WHITE HOUSE, read a New York Daily News headline. He went even further. Barricades were erected; traffic was shut down for a distance of one block on all sides of the Mansion. A one-armed veteran, bent upon picketing, tried to penetrate the screen of guards. He was soundly beaten and carried off to jail."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""5"",""page"":"""",""percentage"":""0.0038020027027411635""}","{""characterRange"":{""start"":1072,""end"":1086},""backward"":false}","BEF members had hoped in vain for congressional action.",0.0038020027027411635,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758608984059,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,patrolled ,"{""text"":""BEF members had hoped in vain for congressional action. Now they appealed to President Hoover, begging him to receive a delegation of their leaders. Instead he sent word that he was too busy and then proceeded to isolate himself from the city. Presidential plans to visit the Senate were canceled; policemen patrolled the White House grounds day and night. For the first time since the Armistice, the Executive Mansion gates were chained shut. HOOVER LOCKS SELF IN WHITE HOUSE, read a New York Daily News headline. He went even further. Barricades were erected; traffic was shut down for a distance of one block on all sides of the Mansion. A one-armed veteran, bent upon picketing, tried to penetrate the screen of guards. He was soundly beaten and carried off to jail."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""5"",""page"":"""",""percentage"":""0.0038020027027411635""}","{""characterRange"":{""start"":1346,""end"":1356},""backward"":false}","policemen patrolled the White House grounds day and night.",0.0038020027027411635,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758609039732,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,"the Armistice","{""text"":""BEF members had hoped in vain for congressional action. Now they appealed to President Hoover, begging him to receive a delegation of their leaders. Instead he sent word that he was too busy and then proceeded to isolate himself from the city. Presidential plans to visit the Senate were canceled; policemen patrolled the White House grounds day and night. For the first time since the Armistice, the Executive Mansion gates were chained shut. HOOVER LOCKS SELF IN WHITE HOUSE, read a New York Daily News headline. He went even further. Barricades were erected; traffic was shut down for a distance of one block on all sides of the Mansion. A one-armed veteran, bent upon picketing, tried to penetrate the screen of guards. He was soundly beaten and carried off to jail."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""5"",""page"":"""",""percentage"":""0.0038020027027411635""}","{""characterRange"":{""start"":1420,""end"":1433},""backward"":false}","For the first time since the Armistice, the Executive Mansion gates were chained shut.",0.0038020027027411635,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758609050089,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,"Executive Mansion","{""text"":""BEF members had hoped in vain for congressional action. Now they appealed to President Hoover, begging him to receive a delegation of their leaders. Instead he sent word that he was too busy and then proceeded to isolate himself from the city. Presidential plans to visit the Senate were canceled; policemen patrolled the White House grounds day and night. For the first time since the Armistice, the Executive Mansion gates were chained shut. HOOVER LOCKS SELF IN WHITE HOUSE, read a New York Daily News headline. He went even further. Barricades were erected; traffic was shut down for a distance of one block on all sides of the Mansion. A one-armed veteran, bent upon picketing, tried to penetrate the screen of guards. He was soundly beaten and carried off to jail."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""5"",""page"":"""",""percentage"":""0.0038020027027411635""}","{""characterRange"":{""start"":1439,""end"":1456},""backward"":false}","For the first time since the Armistice, the Executive Mansion gates were chained shut.",0.0038020027027411635,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758609093432,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,picketing,"{""text"":""BEF members had hoped in vain for congressional action. Now they appealed to President Hoover, begging him to receive a delegation of their leaders. Instead he sent word that he was too busy and then proceeded to isolate himself from the city. Presidential plans to visit the Senate were canceled; policemen patrolled the White House grounds day and night. For the first time since the Armistice, the Executive Mansion gates were chained shut. HOOVER LOCKS SELF IN WHITE HOUSE, read a New York Daily News headline. He went even further. Barricades were erected; traffic was shut down for a distance of one block on all sides of the Mansion. A one-armed veteran, bent upon picketing, tried to penetrate the screen of guards. He was soundly beaten and carried off to jail."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""5"",""page"":"""",""percentage"":""0.0038020027027411635""}","{""characterRange"":{""start"":1710,""end"":1719},""backward"":false}","A one-armed veteran, bent upon picketing, tried to penetrate the screen of guards.",0.0038020027027411635,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758609123524,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,bent upon,"{""text"":""BEF members had hoped in vain for congressional action. Now they appealed to President Hoover, begging him to receive a delegation of their leaders. Instead he sent word that he was too busy and then proceeded to isolate himself from the city. Presidential plans to visit the Senate were canceled; policemen patrolled the White House grounds day and night. For the first time since the Armistice, the Executive Mansion gates were chained shut. HOOVER LOCKS SELF IN WHITE HOUSE, read a New York Daily News headline. He went even further. Barricades were erected; traffic was shut down for a distance of one block on all sides of the Mansion. A one-armed veteran, bent upon picketing, tried to penetrate the screen of guards. He was soundly beaten and carried off to jail."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""5"",""page"":"""",""percentage"":""0.0038020027027411635""}","{""characterRange"":{""start"":1700,""end"":1709},""backward"":true}","A one-armed veteran, bent upon picketing, tried to penetrate the screen of guards.",0.0038020027027411635,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758609154235,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,"soundly","{""text"":""BEF members had hoped in vain for congressional action. Now they appealed to President Hoover, begging him to receive a delegation of their leaders. Instead he sent word that he was too busy and then proceeded to isolate himself from the city. Presidential plans to visit the Senate were canceled; policemen patrolled the White House grounds day and night. For the first time since the Armistice, the Executive Mansion gates were chained shut. HOOVER LOCKS SELF IN WHITE HOUSE, read a New York Daily News headline. He went even further. Barricades were erected; traffic was shut down for a distance of one block on all sides of the Mansion. A one-armed veteran, bent upon picketing, tried to penetrate the screen of guards. He was soundly beaten and carried off to jail."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""5"",""page"":"""",""percentage"":""0.0038020027027411635""}","{""characterRange"":{""start"":1769,""end"":1776},""backward"":false}","He was soundly beaten and carried off to jail.",0.0038020027027411635,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758609172266,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,"retrospect ","{""text"":""In retrospect this panoply appears to have been the overreaction of a frightened, frustrated administration. The bonus marchers were unarmed, had expelled radicals from their ranks, and—despite their evident hunger—weren’t even panhandling openly. They seemed too weak to be a menace. Drew Pearson, a thirty-four-year-old Baltimore Sun reporter, described them as “ragged, weary, and apathetic,” with “no hope on their faces.” Increasingly, the BEF vigil had become an exercise in endurance. A health department inspector described the camps’ sanitary conditions as “extremely bad.” Makeshift commissaries depended largely upon charity. Truckloads of food arrived from friends in Des Moines and Camden, New Jersey; a hundred loaves of bread were being shipped each day from one sympathetic baker; a thousand pies came from another; the Veterans of Foreign Wars sent $500, and the bonus marchers raised another $2,500 by staging boxing bouts among themselves in Griffith Stadium. It was all very haphazard. The administration was doing virtually nothing—Washington police had aroused Hoover’s wrath by feeding the District’s uninvited guests bread, coffee, and stew at six cents a day—and by mid-August brutal temperatures were approaching their annual height, diminishing water reserves and multiplying misery."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""6"",""page"":"""",""percentage"":""0.003988331997186165""}","{""characterRange"":{""start"":1812,""end"":1823},""backward"":false}","n retrospect this panoply appears to have been the overreaction of a frightened, frustrated administration.",0.003988331997186165,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758609179083,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,panoply ,"{""text"":""In retrospect this panoply appears to have been the overreaction of a frightened, frustrated administration. The bonus marchers were unarmed, had expelled radicals from their ranks, and—despite their evident hunger—weren’t even panhandling openly. They seemed too weak to be a menace. Drew Pearson, a thirty-four-year-old Baltimore Sun reporter, described them as “ragged, weary, and apathetic,” with “no hope on their faces.” Increasingly, the BEF vigil had become an exercise in endurance. A health department inspector described the camps’ sanitary conditions as “extremely bad.” Makeshift commissaries depended largely upon charity. Truckloads of food arrived from friends in Des Moines and Camden, New Jersey; a hundred loaves of bread were being shipped each day from one sympathetic baker; a thousand pies came from another; the Veterans of Foreign Wars sent $500, and the bonus marchers raised another $2,500 by staging boxing bouts among themselves in Griffith Stadium. It was all very haphazard. The administration was doing virtually nothing—Washington police had aroused Hoover’s wrath by feeding the District’s uninvited guests bread, coffee, and stew at six cents a day—and by mid-August brutal temperatures were approaching their annual height, diminishing water reserves and multiplying misery."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""6"",""page"":"""",""percentage"":""0.003988331997186165""}","{""characterRange"":{""start"":1828,""end"":1836},""backward"":false}","n retrospect this panoply appears to have been the overreaction of a frightened, frustrated administration.",0.003988331997186165,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758609202372,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,"frustrated ","{""text"":""In retrospect this panoply appears to have been the overreaction of a frightened, frustrated administration. The bonus marchers were unarmed, had expelled radicals from their ranks, and—despite their evident hunger—weren’t even panhandling openly. They seemed too weak to be a menace. Drew Pearson, a thirty-four-year-old Baltimore Sun reporter, described them as “ragged, weary, and apathetic,” with “no hope on their faces.” Increasingly, the BEF vigil had become an exercise in endurance. A health department inspector described the camps’ sanitary conditions as “extremely bad.” Makeshift commissaries depended largely upon charity. Truckloads of food arrived from friends in Des Moines and Camden, New Jersey; a hundred loaves of bread were being shipped each day from one sympathetic baker; a thousand pies came from another; the Veterans of Foreign Wars sent $500, and the bonus marchers raised another $2,500 by staging boxing bouts among themselves in Griffith Stadium. It was all very haphazard. The administration was doing virtually nothing—Washington police had aroused Hoover’s wrath by feeding the District’s uninvited guests bread, coffee, and stew at six cents a day—and by mid-August brutal temperatures were approaching their annual height, diminishing water reserves and multiplying misery."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""6"",""page"":"""",""percentage"":""0.003988331997186165""}","{""characterRange"":{""start"":1891,""end"":1902},""backward"":false}","n retrospect this panoply appears to have been the overreaction of a frightened, frustrated administration.",0.003988331997186165,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758609216426,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,panhandling ,"{""text"":""In retrospect this panoply appears to have been the overreaction of a frightened, frustrated administration. The bonus marchers were unarmed, had expelled radicals from their ranks, and—despite their evident hunger—weren’t even panhandling openly. They seemed too weak to be a menace. Drew Pearson, a thirty-four-year-old Baltimore Sun reporter, described them as “ragged, weary, and apathetic,” with “no hope on their faces.” Increasingly, the BEF vigil had become an exercise in endurance. A health department inspector described the camps’ sanitary conditions as “extremely bad.” Makeshift commissaries depended largely upon charity. Truckloads of food arrived from friends in Des Moines and Camden, New Jersey; a hundred loaves of bread were being shipped each day from one sympathetic baker; a thousand pies came from another; the Veterans of Foreign Wars sent $500, and the bonus marchers raised another $2,500 by staging boxing bouts among themselves in Griffith Stadium. It was all very haphazard. The administration was doing virtually nothing—Washington police had aroused Hoover’s wrath by feeding the District’s uninvited guests bread, coffee, and stew at six cents a day—and by mid-August brutal temperatures were approaching their annual height, diminishing water reserves and multiplying misery."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""6"",""page"":"""",""percentage"":""0.003988331997186165""}","{""characterRange"":{""start"":2037,""end"":2049},""backward"":false}","The bonus marchers were unarmed, had expelled radicals from their ranks, and—despite their evident hunger—weren’t even panhandling openly.",0.003988331997186165,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758609226311,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,menace,"{""text"":""In retrospect this panoply appears to have been the overreaction of a frightened, frustrated administration. The bonus marchers were unarmed, had expelled radicals from their ranks, and—despite their evident hunger—weren’t even panhandling openly. They seemed too weak to be a menace. Drew Pearson, a thirty-four-year-old Baltimore Sun reporter, described them as “ragged, weary, and apathetic,” with “no hope on their faces.” Increasingly, the BEF vigil had become an exercise in endurance. A health department inspector described the camps’ sanitary conditions as “extremely bad.” Makeshift commissaries depended largely upon charity. Truckloads of food arrived from friends in Des Moines and Camden, New Jersey; a hundred loaves of bread were being shipped each day from one sympathetic baker; a thousand pies came from another; the Veterans of Foreign Wars sent $500, and the bonus marchers raised another $2,500 by staging boxing bouts among themselves in Griffith Stadium. It was all very haphazard. The administration was doing virtually nothing—Washington police had aroused Hoover’s wrath by feeding the District’s uninvited guests bread, coffee, and stew at six cents a day—and by mid-August brutal temperatures were approaching their annual height, diminishing water reserves and multiplying misery."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""6"",""page"":"""",""percentage"":""0.003988331997186165""}","{""characterRange"":{""start"":2086,""end"":2092},""backward"":false}","They seemed too weak to be a menace.",0.003988331997186165,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758609252165,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,ragged,"{""text"":""In retrospect this panoply appears to have been the overreaction of a frightened, frustrated administration. The bonus marchers were unarmed, had expelled radicals from their ranks, and—despite their evident hunger—weren’t even panhandling openly. They seemed too weak to be a menace. Drew Pearson, a thirty-four-year-old Baltimore Sun reporter, described them as “ragged, weary, and apathetic,” with “no hope on their faces.” Increasingly, the BEF vigil had become an exercise in endurance. A health department inspector described the camps’ sanitary conditions as “extremely bad.” Makeshift commissaries depended largely upon charity. Truckloads of food arrived from friends in Des Moines and Camden, New Jersey; a hundred loaves of bread were being shipped each day from one sympathetic baker; a thousand pies came from another; the Veterans of Foreign Wars sent $500, and the bonus marchers raised another $2,500 by staging boxing bouts among themselves in Griffith Stadium. It was all very haphazard. The administration was doing virtually nothing—Washington police had aroused Hoover’s wrath by feeding the District’s uninvited guests bread, coffee, and stew at six cents a day—and by mid-August brutal temperatures were approaching their annual height, diminishing water reserves and multiplying misery."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""6"",""page"":"""",""percentage"":""0.003988331997186165""}","{""characterRange"":{""start"":2174,""end"":2180},""backward"":false}","Drew Pearson, a thirty-four-year-old Baltimore Sun reporter, described them as “ragged, weary, and apathetic,” with “no hope on their faces.”",0.003988331997186165,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
1758609256860,1738120368127,2025-09-23,PROLOGUE: Rock Bottom,6,weary,"{""text"":""In retrospect this panoply appears to have been the overreaction of a frightened, frustrated administration. The bonus marchers were unarmed, had expelled radicals from their ranks, and—despite their evident hunger—weren’t even panhandling openly. They seemed too weak to be a menace. Drew Pearson, a thirty-four-year-old Baltimore Sun reporter, described them as “ragged, weary, and apathetic,” with “no hope on their faces.” Increasingly, the BEF vigil had become an exercise in endurance. A health department inspector described the camps’ sanitary conditions as “extremely bad.” Makeshift commissaries depended largely upon charity. Truckloads of food arrived from friends in Des Moines and Camden, New Jersey; a hundred loaves of bread were being shipped each day from one sympathetic baker; a thousand pies came from another; the Veterans of Foreign Wars sent $500, and the bonus marchers raised another $2,500 by staging boxing bouts among themselves in Griffith Stadium. It was all very haphazard. The administration was doing virtually nothing—Washington police had aroused Hoover’s wrath by feeding the District’s uninvited guests bread, coffee, and stew at six cents a day—and by mid-August brutal temperatures were approaching their annual height, diminishing water reserves and multiplying misery."",""chapterTitle"":""PROLOGUE: Rock Bottom"",""chapterDocIndex"":""6"",""chapterHref"":""OEBPS/prl.htm"",""count"":""6"",""page"":"""",""percentage"":""0.003988331997186165""}","{""characterRange"":{""start"":2182,""end"":2187},""backward"":false}","Drew Pearson, a thirty-four-year-old Baltimore Sun reporter, described them as “ragged, weary, and apathetic,” with “no hope on their faces.”",0.003988331997186165,#FBF1D1,,background,"The Glory and the Dream: A Narrative History of America, 1932–1972","William Manchester"
